gene	sig.nft.up	sig.plaq.up	sig.plaq.dw	sig.nft.dw	ntest	nft.resid	nft	plaq_n	dir	set
C3orf70	0	1	0	4	6	-0.00813052660537188	-0.00702207794128767	0.000316100974386569	NFT	Ast_Ast
GNA14	0	1	1	5	6	-0.00825626125842867	-0.00997968003637674	-0.00620588924556823	NFT	Ast_Ast
PKIG	0	0	0	3	6	-0.0090745262889829	-0.00926925039873689	-0.000349362016246564	NFT	Ast_Ast
NDRG1	0	1	1	4	6	-0.00918470553577707	-0.0107298781816726	-0.00238228617995568	NFT	Ast_Ast
KCTD3	0	0	0	4	6	-0.00942304718015609	-0.00834493001576724	0.000664990959631767	NFT	Ast_Ast
ELL2	0	0	2	4	6	-0.0117167488682092	-0.0157435792018936	-0.00569270576577261	NFT	Ast_Ast
MT1X	0	5	0	0	6	-0.0127162984914598	-0.00113339807156018	0.0194360246761284	Plaque	Ast_Ast
MT1M	0	5	0	0	6	-0.0113216554240885	0.00178094755956238	0.0201508775377077	Plaque	Ast_Ast
RHOU	0	3	0	1	4	-0.00990105453613412	-0.00569363037274482	0.00630295552831854	Plaque	Ast_Ast
MAN1C1	0	3	0	0	6	-0.00944722100376871	-0.00487705565933391	0.00983596478287172	Plaque	Ast_Ast
OSMR	0	3	0	0	6	-0.00880171839436943	-0.00420931631082216	0.00817221679418169	Plaque	Ast_Ast
OTUD7B	0	3	0	3	6	-0.00760732078018055	-0.00636916726663224	0.00217036504229029	Plaque	Ast_Ast
FKBP5	1	5	0	0	6	-0.00747685639121039	-0.0012553064193199	0.00850061281255306	Plaque	Ast_Ast
ALDH1L1	0	3	0	1	6	-0.00623954268626831	-0.00353192264836144	0.00348381015872055	Plaque	Ast_Ast
HIPK3	0	3	0	3	6	-0.00583334444787068	-0.00458827637690887	0.00165001612903213	Plaque	Ast_Ast
SMTN	1	4	0	0	4	-0.00576101322531878	0.00681104566111853	0.0160287018221415	Plaque	Ast_Ast
CD99	0	3	0	1	6	-0.00573659439554064	-0.00218887998414704	0.00689001910761551	Plaque	Ast_Ast
OSBPL11	0	3	0	0	6	-0.00569631745729001	-0.0018753444696793	0.00534815274884322	Plaque	Ast_Ast
CEP350	1	3	0	0	6	-0.00557249298287594	-0.00307653607335691	0.00268065297309565	Plaque	Ast_Ast
CHST3	0	3	0	0	5	-0.00539213793207913	-0.00276403148948324	0.00373299385037621	Plaque	Ast_Ast
CLIC4	0	3	0	0	6	-0.0053416956555099	-0.00360107699455707	0.00324672773124482	Plaque	Ast_Ast
MT2A	0	3	0	0	6	-0.00531355579345717	0.0028344284224033	0.0149924017899128	Plaque	Ast_Ast
BCL6	1	3	0	0	6	-0.00497789982215085	0.000526932660633352	0.00831293017742561	Plaque	Ast_Ast
MT1E	2	6	0	0	6	-0.00488428567282335	0.008941367463398	0.0230479185085035	Plaque	Ast_Ast
DENND4A	0	3	0	1	6	-0.00483757444110465	-0.00233207649764337	0.00321755665404419	Plaque	Ast_Ast
ULK1	0	3	0	0	3	-0.00474649873003979	-0.000574418309800218	0.00604003957338955	Plaque	Ast_Ast
SYBU	0	4	0	0	6	-0.00461240546016717	-0.000566084258674239	0.0068803870970252	Plaque	Ast_Ast
RAP1B	0	3	0	2	6	-0.00452924992784309	-0.00306695912594215	0.00134579294735876	Plaque	Ast_Ast
MED13L	0	4	0	2	6	-0.00420958694192712	-0.00240480258687493	0.00266303047662845	Plaque	Ast_Ast
USP54	2	3	0	1	6	-0.00402813994861954	-0.000878980494534056	0.0040143927203762	Plaque	Ast_Ast
PLSCR4	0	3	0	0	6	-0.0039048560141584	-0.00225538438783509	0.00203780743392537	Plaque	Ast_Ast
SESTD1	0	3	0	0	6	-0.00383838405140428	-0.00152518181789679	0.00323270885104165	Plaque	Ast_Ast
FGF1	0	0	4	2	6	-0.0036868543900064	-0.0102106563772457	-0.00857485843874436	Plaque	Ast_Ast
DLG5	0	3	1	1	6	-0.0036715428244411	-0.0034096849073688	0.00097669005598445	Plaque	Ast_Ast
ANOS1	0	4	0	0	6	-0.00363006413113394	-0.000401420744488147	0.00307114891934962	Plaque	Ast_Ast
TANC1	1	3	0	0	6	-0.00359802432334913	-0.000728492944959529	0.00383223464653409	Plaque	Ast_Ast
SLC20A2	0	3	0	0	6	-0.00354203165100853	0.000111333360228742	0.00564375920199818	Plaque	Ast_Ast
PPFIA1	0	3	0	1	6	-0.00351814992708311	-0.00210350651156582	0.00206151045935514	Plaque	Ast_Ast
HMBOX1	2	5	0	0	6	-0.00350535122426762	0.00218535972845831	0.00751332433943395	Plaque	Ast_Ast
NT5C2	1	3	0	0	6	-0.00348269775002137	-0.00203901729039518	0.00190738754948896	Plaque	Ast_Ast
RNF19A	2	4	0	0	6	-0.00330714017004553	0.000275301167803556	0.00595408241213042	Plaque	Ast_Ast
SMARCA1	1	5	0	0	6	-0.00328191837102438	0.00267504732271509	0.00861535338293005	Plaque	Ast_Ast
ZDHHC2	0	3	0	0	6	-0.00327945604061041	-0.00224529466416814	0.000998418478754481	Plaque	Ast_Ast
FGF2	0	4	0	0	6	-0.00320238447077459	-0.000499252899923811	0.00302336718095843	Plaque	Ast_Ast
KLHDC2	1	3	0	0	4	-0.00308777914477221	0.00119862636305476	0.00544582915635899	Plaque	Ast_Ast
EYA1	0	0	3	1	6	-0.00308327318798541	-0.00508909317369209	-0.00395733425551402	Plaque	Ast_Ast
CCDC6	1	3	0	0	6	-0.0030001629780572	-0.00164866054774033	0.00237190545848207	Plaque	Ast_Ast
USP6NL	0	3	0	0	6	-0.00293262669232331	-0.00190682655483586	0.000924131716859738	Plaque	Ast_Ast
TMEM135	0	4	0	0	6	-0.0029022151288578	0.000640668133249554	0.00375437461105724	Plaque	Ast_Ast
PPP1CB	1	3	0	0	6	-0.00287543014110742	-0.0000468158563173408	0.0044747987536345	Plaque	Ast_Ast
PAPLN	0	0	3	2	6	-0.0028477093630546	-0.00550632327772249	-0.00410532562054476	Plaque	Ast_Ast
AHCTF1	0	3	0	1	6	-0.0028374403896373	-0.00120996686434345	0.001132562421982	Plaque	Ast_Ast
JARID2	0	3	0	1	6	-0.0027906215766373	-0.00105698915419032	0.00158761545611341	Plaque	Ast_Ast
CCS	0	0	4	2	6	-0.00276529161566425	-0.00676321478364497	-0.00507506480062813	Plaque	Ast_Ast
MED15	0	1	3	2	6	-0.00275015037071266	-0.00471721184864262	-0.00271183296217669	Plaque	Ast_Ast
PRKCE	0	3	0	0	6	-0.00270249111227197	-0.000364489213577209	0.0032657992221753	Plaque	Ast_Ast
RHOB	2	4	0	0	6	-0.00265462759727711	0.00130603006201467	0.00612818907428914	Plaque	Ast_Ast
TERF2IP	0	4	0	0	6	-0.00260512409088367	0.000506199146686739	0.00445081628128077	Plaque	Ast_Ast
ARID1A	0	3	0	0	6	-0.00258076732384188	-0.000999222547638019	0.00189977738148823	Plaque	Ast_Ast
C2CD2	2	3	0	0	6	-0.00253028201231165	-0.0000834117904759844	0.00490480120996845	Plaque	Ast_Ast
TRAF3IP1	0	0	3	2	6	-0.00245873831646099	-0.00483431866621651	-0.00371600300936757	Plaque	Ast_Ast
DPYSL3	1	3	0	0	6	-0.00243774593594832	0.000628105642348423	0.00485199552416554	Plaque	Ast_Ast
FGF14	0	0	3	0	6	-0.00241277318570016	-0.00560571473356125	-0.00467456659524326	Plaque	Ast_Ast
ARHGAP26	1	3	0	0	6	-0.00239960486891621	-0.000889935706474212	0.00142241377818147	Plaque	Ast_Ast
CDK17	0	3	0	0	6	-0.00238707433894146	-0.000853940507668199	0.00167624172806152	Plaque	Ast_Ast
TMTC1	2	4	0	0	6	-0.00236510323968457	-0.0000388924904276937	0.0038745786428083	Plaque	Ast_Ast
DPYSL2	0	3	0	0	6	-0.00236067646704812	-0.000439147753635211	0.003200680835302	Plaque	Ast_Ast
WLS	0	3	0	0	6	-0.00235823790780154	-0.000207466431865944	0.00345642913277977	Plaque	Ast_Ast
FAM13C	2	3	0	0	6	-0.00230412871562889	0.00139138433605702	0.00651271431794875	Plaque	Ast_Ast
ZNF718	2	5	0	0	6	-0.00229558022748152	0.00339044345884919	0.00840804977058263	Plaque	Ast_Ast
TBC1D15	0	3	0	0	6	-0.00227444598947254	-0.0000684605801151051	0.0028422155007754	Plaque	Ast_Ast
EMC2	0	3	0	0	6	-0.00227218925041511	-0.000907668202868086	0.00204072442294931	Plaque	Ast_Ast
MKLN1	1	3	0	0	6	-0.00223661771672518	-0.00071434477654189	0.00193555087538666	Plaque	Ast_Ast
MCM3AP	0	0	3	2	5	-0.00223456207630979	-0.00538886276136303	-0.00620570175664763	Plaque	Ast_Ast
RIC8B	1	3	0	0	6	-0.00221079683956098	-0.0000321849010201276	0.00292497016408323	Plaque	Ast_Ast
RHPN2	0	0	3	2	6	-0.00219454228775571	-0.00522321555909351	-0.00367428668420549	Plaque	Ast_Ast
PDGFRB	1	3	0	0	6	-0.00212517345463701	0.00230369150654045	0.0048370160512698	Plaque	Ast_Ast
KREMEN1	0	0	3	2	6	-0.00210929340738949	-0.00604227064617511	-0.00486906571110997	Plaque	Ast_Ast
KMT2E	0	1	3	2	6	-0.00207845432573275	-0.00344152943889799	-0.00269842559867239	Plaque	Ast_Ast
BMPR1A	1	4	0	0	6	-0.00206758637566109	0.000756941590239411	0.00324577622846931	Plaque	Ast_Ast
PARD3	2	4	0	0	6	-0.00206661233020237	0.00167411604555333	0.00496144178870466	Plaque	Ast_Ast
TMEM65	0	3	0	0	6	-0.00206378014324124	0.00184160952826708	0.00430198345591724	Plaque	Ast_Ast
ADAM10	0	3	0	0	6	-0.00201778507099797	-0.000356835670195289	0.00183973355011787	Plaque	Ast_Ast
PKD2	0	0	3	1	6	-0.00200736293279362	-0.00503154127727082	-0.00570763762729292	Plaque	Ast_Ast
VPS13D	0	3	0	1	6	-0.0019646000039893	-0.00104261259780117	0.000442531803143087	Plaque	Ast_Ast
C9orf3	0	0	3	2	6	-0.00196449987907711	-0.00366416925386103	-0.00245221464768004	Plaque	Ast_Ast
SORT1	2	4	0	0	6	-0.00196348483703641	0.00103870217672214	0.00439598500839667	Plaque	Ast_Ast
SPATA6	0	0	3	2	6	-0.00195974457425836	-0.00441076555819737	-0.00349429832440527	Plaque	Ast_Ast
MTM1	0	3	1	0	6	-0.0019573845762784	-0.00117609484827905	-0.000282914384654789	Plaque	Ast_Ast
SCYL2	0	3	1	2	6	-0.00194361957435559	-0.0012801240844447	-0.00035182356943438	Plaque	Ast_Ast
KIF27	2	4	0	0	6	-0.00193843628720075	0.00172476896663328	0.00511535173456363	Plaque	Ast_Ast
IQCE	0	3	0	0	3	-0.00192697690243074	0.00155258166328952	0.00465530855461749	Plaque	Ast_Ast
SUN2	0	3	0	0	6	-0.00192052759625411	0.00109518858420582	0.0052790500750401	Plaque	Ast_Ast
TYW1	0	0	3	2	6	-0.00188830476992366	-0.00364347424815597	-0.00358266271308038	Plaque	Ast_Ast
POLA1	1	3	0	0	6	-0.00187533647789866	-0.000551955039622396	0.0016192180870739	Plaque	Ast_Ast
JAZF1	0	3	0	0	6	-0.00185236951343792	0.00116033866482784	0.00366497448854023	Plaque	Ast_Ast
VSIR	0	3	0	0	6	-0.00185017099052695	0.00109765037554748	0.00565188909254611	Plaque	Ast_Ast
KBTBD11	2	4	0	0	6	-0.00184380222781665	0.00116571947684163	0.00661714502438635	Plaque	Ast_Ast
ADCY2	2	3	0	0	6	-0.00183425590925859	-0.00055640384795466	0.00197513711091333	Plaque	Ast_Ast
LRRC1	2	5	0	0	6	-0.0018126088755985	0.00293691115483577	0.00609288381047028	Plaque	Ast_Ast
MGAT4C	0	0	3	2	6	-0.00175384022050395	-0.00534304926481822	-0.0061703442342275	Plaque	Ast_Ast
GPT2	2	4	0	0	6	-0.00174114733668538	0.000972155455364001	0.00553087413495435	Plaque	Ast_Ast
TACC1	0	3	0	0	6	-0.00172271752026116	-0.000505871279585852	0.000610220906688296	Plaque	Ast_Ast
C20orf194	0	0	3	2	6	-0.00171832675150584	-0.00335290742054332	-0.00325674583600015	Plaque	Ast_Ast
CNTRL	0	3	0	1	6	-0.00169316447928269	0.000841505166554556	0.00243887012245423	Plaque	Ast_Ast
MARCH5	0	3	1	1	6	-0.00168846855033926	-0.000205463936555612	0.000784673491383372	Plaque	Ast_Ast
SMG6	0	0	3	2	6	-0.00168415416001799	-0.00340292596692647	-0.0024164713982342	Plaque	Ast_Ast
DPY19L1	0	3	0	0	6	-0.00164324803245487	0.0000415832519081676	0.00286143991327432	Plaque	Ast_Ast
DDR2	1	5	0	0	6	-0.00158410362065477	0.00204978295851536	0.0070366997753632	Plaque	Ast_Ast
H3F3B	0	0	3	1	6	-0.00154478475032099	-0.00612643366981767	-0.00685138473698347	Plaque	Ast_Ast
ATE1	0	3	0	0	6	-0.00152663197610057	-0.000387051499657778	0.00135201689397439	Plaque	Ast_Ast
ATG7	0	3	0	0	6	-0.00151516666136234	-0.00059370923123941	0.000457744083438622	Plaque	Ast_Ast
DNAJC6	0	0	3	2	6	-0.00149802416430032	-0.00725642231999628	-0.00866394086332198	Plaque	Ast_Ast
DENND6A	0	0	3	2	6	-0.00149041511434723	-0.00340741490188531	-0.00325072446646845	Plaque	Ast_Ast
TTBK2	0	5	0	0	6	-0.00147650246243087	0.000909140426349135	0.00312191157451015	Plaque	Ast_Ast
ITM2B	1	4	0	0	6	-0.00147084844889527	0.00232399853451697	0.0053814491045592	Plaque	Ast_Ast
ARHGEF17	0	3	0	0	6	-0.00146028416572622	0.00115774090510125	0.0035353681148765	Plaque	Ast_Ast
GFAP	1	3	0	0	6	-0.00145744075358481	0.00415186898870288	0.00977295586886455	Plaque	Ast_Ast
SSBP2	0	3	0	0	6	-0.00145605999847615	0.00143884034873058	0.00290231054857049	Plaque	Ast_Ast
SHISA5	0	3	0	0	5	-0.00144750769225933	0.00208967903555377	0.0052235996886964	Plaque	Ast_Ast
GMDS	0	0	4	2	6	-0.00143637798161675	-0.00478604076687885	-0.00489407646929398	Plaque	Ast_Ast
HS6ST1	1	4	0	0	6	-0.00141434061569528	0.00212986850303746	0.00584887761544967	Plaque	Ast_Ast
PER1	0	3	0	0	6	-0.00137045813082609	0.00246692999276799	0.00494852229528918	Plaque	Ast_Ast
PARP9	0	3	0	0	3	-0.00136922560241944	0.00348315487614689	0.00650262685776933	Plaque	Ast_Ast
KLC1	0	4	0	0	6	-0.00136269102889777	0.000398950845417929	0.00208309328027406	Plaque	Ast_Ast
HIBADH	0	0	4	2	6	-0.00133708044207543	-0.00304914718687274	-0.00344452990664486	Plaque	Ast_Ast
UBR5	0	3	0	0	6	-0.00133149360692124	-0.00011741186185497	0.00111016868249998	Plaque	Ast_Ast
B4GALNT4	1	4	0	0	6	-0.00133077831127875	0.00355158001414815	0.00612366333117783	Plaque	Ast_Ast
IREB2	0	4	0	0	6	-0.00132624439163304	0.000227119221859235	0.00119419415854883	Plaque	Ast_Ast
TNFRSF1A	2	3	0	0	6	-0.00132594176936271	0.0017367277531346	0.00581896313646368	Plaque	Ast_Ast
SMARCC2	2	3	1	0	6	-0.00132428463827598	0.0013863559646166	0.00208230618734776	Plaque	Ast_Ast
STAT3	1	4	0	0	6	-0.00131347859453036	0.00119589575961672	0.00365193426160181	Plaque	Ast_Ast
GLIS3	1	3	0	0	6	-0.00129287679014367	-0.00017764782087058	0.00179356532675601	Plaque	Ast_Ast
DHX9	1	4	0	0	6	-0.00127683854628961	0.000488142167659657	0.00180529839732282	Plaque	Ast_Ast
CLYBL	0	0	3	2	6	-0.00126855548430953	-0.00400034863824005	-0.00404071354722931	Plaque	Ast_Ast
MARC2	0	4	1	1	6	-0.00125762828452011	0.000876663536167936	0.000607758990149885	Plaque	Ast_Ast
CEP112	2	4	0	0	6	-0.00124023021172981	0.00203103300626228	0.00403519530787916	Plaque	Ast_Ast
TTLL5	0	4	0	0	6	-0.00123994231310321	0.000260950367292628	0.000926066259616335	Plaque	Ast_Ast
NEK1	0	0	3	1	6	-0.00123964118661025	-0.00319330659381463	-0.00225758346895278	Plaque	Ast_Ast
MBOAT2	0	0	3	2	6	-0.00123898331935908	-0.00448423913411753	-0.00486608704433102	Plaque	Ast_Ast
RIN2	2	4	0	0	6	-0.0012312054551899	0.00160496860411653	0.00333342283045779	Plaque	Ast_Ast
IRS2	2	3	0	0	6	-0.00122256933346297	0.00333424364586656	0.0071922894955811	Plaque	Ast_Ast
ASXL1	0	3	0	0	6	-0.00120468513399211	0.000942598206530451	0.00284730414469778	Plaque	Ast_Ast
SLC9A9	1	3	0	0	6	-0.00115178283883408	0.00107907284777013	0.00258789604653591	Plaque	Ast_Ast
HIF3A	2	5	0	0	6	-0.00110511784871746	0.0044687525160525	0.00750976328870024	Plaque	Ast_Ast
CCAR1	1	3	0	0	6	-0.00109853218568179	0.000764696277093812	0.0021851074758144	Plaque	Ast_Ast
ARID2	1	5	0	0	6	-0.00109394982414226	0.00167917177369215	0.00339972819173564	Plaque	Ast_Ast
STAU1	0	3	0	0	6	-0.00109232040664746	0.000751639801468613	0.00167433366712294	Plaque	Ast_Ast
TAB2	2	3	0	0	6	-0.00108047707985524	0.00191531985128675	0.00591670338436581	Plaque	Ast_Ast
POM121	0	0	3	2	6	-0.00107759249890698	-0.00312172675862626	-0.0035873300175169	Plaque	Ast_Ast
MYH10	0	0	3	1	6	-0.00107310411344356	-0.00338673807561582	-0.00420097776110573	Plaque	Ast_Ast
ZNF608	1	3	0	0	6	-0.001046241683218	0.00145575531656488	0.00294592914871258	Plaque	Ast_Ast
HOOK2	0	4	0	0	6	-0.00104105096758757	0.00384608062721064	0.0067773366992466	Plaque	Ast_Ast
CDC16	0	0	3	2	6	-0.00104078223518879	-0.00312353946661832	-0.00311690524396262	Plaque	Ast_Ast
GPC4	2	3	0	0	6	-0.00103886969983676	0.00428930290069115	0.00818486942356478	Plaque	Ast_Ast
CEP164	0	0	3	2	6	-0.000995003193771986	-0.00361356219015354	-0.00445637421518323	Plaque	Ast_Ast
SRBD1	1	3	0	0	4	-0.000980293373954165	0.00134147652580719	0.00216069723787575	Plaque	Ast_Ast
TASP1	0	0	3	2	6	-0.000964563328906821	-0.00295776478008939	-0.0033726233458875	Plaque	Ast_Ast
NALCN	0	0	3	1	6	-0.00095467334916569	-0.00292750643316446	-0.00268127612772646	Plaque	Ast_Ast
CUEDC1	1	3	0	0	6	-0.000937869699354741	0.000296722971364161	0.00202387669041612	Plaque	Ast_Ast
SEPT8	2	4	0	0	6	-0.000937072270491104	0.00284367234759146	0.00517956166133482	Plaque	Ast_Ast
PCCA	0	0	3	2	6	-0.00093083472888427	-0.00300292750131051	-0.00345122560128788	Plaque	Ast_Ast
PFKFB3	1	4	0	0	6	-0.000927796691040914	0.00230640404066706	0.00483930617733565	Plaque	Ast_Ast
DENND2A	0	0	3	0	6	-0.000911184409366591	-0.00295226852523123	-0.0023568851121523	Plaque	Ast_Ast
SARAF	1	3	0	0	6	-0.000902419558666251	0.00231203956431778	0.00440350590609719	Plaque	Ast_Ast
CNOT6L	0	3	1	0	6	-0.000837970077899647	-0.000310754648285547	-0.0000243661838090266	Plaque	Ast_Ast
LIN52	0	0	3	2	6	-0.000832879961106898	-0.00254294381430508	-0.00368790919125194	Plaque	Ast_Ast
PURG	1	4	0	0	6	-0.000818979393827947	0.00295657742796838	0.00328610659053982	Plaque	Ast_Ast
EVA1C	0	4	0	1	6	-0.000797361463209061	0.00227113393511734	0.00427323542367981	Plaque	Ast_Ast
LMNA	0	3	0	0	6	-0.000785404852099562	0.000879652129137536	0.00338434755289162	Plaque	Ast_Ast
ATXN1	0	0	3	0	6	-0.000769348341700087	-0.00270509659399231	-0.00282090055139399	Plaque	Ast_Ast
TLE4	1	3	0	0	6	-0.000753072576690854	0.000823644961932131	0.00280998593566157	Plaque	Ast_Ast
NR2C1	0	4	0	1	6	-0.0007422441416926	0.00139667907012369	0.00222738101555963	Plaque	Ast_Ast
STXBP3	1	3	0	0	6	-0.000724398062422624	0.00110139753159497	0.00177228061398074	Plaque	Ast_Ast
WDR35	0	0	3	2	6	-0.00072124848979805	-0.00394511646724934	-0.00607026462981345	Plaque	Ast_Ast
ASH1L	0	3	0	0	6	-0.000712968355961467	-0.0000513574904185066	0.000603011729087439	Plaque	Ast_Ast
SAMD4A	0	4	0	0	6	-0.000712568162428125	0.00380853701480309	0.006284360578048	Plaque	Ast_Ast
SMIM8	0	0	3	2	6	-0.000695744362330657	-0.00420493923474074	-0.00636207439198613	Plaque	Ast_Ast
PON2	1	3	0	0	6	-0.000678139294628225	0.00189408012431707	0.00320476237116865	Plaque	Ast_Ast
USP34	0	3	0	0	6	-0.00067196271971142	0.00110187344689253	0.00199287044664778	Plaque	Ast_Ast
FAM193A	1	3	0	0	6	-0.000651903471353276	0.000847625253266273	0.0019422567863923	Plaque	Ast_Ast
SPAG1	2	3	0	0	6	-0.000648495197102996	0.00268310817313007	0.00483153687044676	Plaque	Ast_Ast
NCOA1	0	3	0	0	6	-0.000644133128838555	0.000686535329305895	0.00123687705399179	Plaque	Ast_Ast
PHKB	0	0	3	1	6	-0.00063865822184573	-0.00224390239985299	-0.00351138879822212	Plaque	Ast_Ast
MAGI2	0	0	3	2	6	-0.000621426758980562	-0.00275260931485876	-0.00363022909644789	Plaque	Ast_Ast
CAPN7	0	3	0	0	6	-0.000614296855678682	0.0016516321249816	0.00274914755072064	Plaque	Ast_Ast
DAB1	0	3	0	0	6	-0.000600168459180986	0.00706718057401914	0.0108329988899582	Plaque	Ast_Ast
APPL2	0	0	4	2	6	-0.000598074701267116	-0.00397379720192674	-0.00548988400787297	Plaque	Ast_Ast
ARID4A	0	4	0	0	6	-0.000591061004275609	0.00130049779581656	0.00235697801666911	Plaque	Ast_Ast
FOXO1	1	4	0	0	6	-0.000579152355909784	0.00131479841599539	0.00239233762393744	Plaque	Ast_Ast
RNMT	0	0	4	0	6	-0.00056024320892093	-0.004231121664813	-0.0054138028281449	Plaque	Ast_Ast
NEDD4	2	5	0	0	6	-0.000554060289652058	0.0035293254269843	0.00534954234287463	Plaque	Ast_Ast
PPME1	0	0	3	1	6	-0.000553757955434881	-0.00285909060808362	-0.00417770948406447	Plaque	Ast_Ast
PLEKHA5	2	3	0	0	6	-0.000552789683108652	0.00283989765553045	0.0055364306285809	Plaque	Ast_Ast
PIAS1	0	4	0	0	6	-0.000547150636682637	0.00104257703481781	0.00108874852232861	Plaque	Ast_Ast
ECHDC2	0	0	3	2	6	-0.000539148656152499	-0.00365956461921019	-0.00554576747278933	Plaque	Ast_Ast
PPP4R4	1	4	0	0	6	-0.000539104491866392	0.00300708152465725	0.00467333781644988	Plaque	Ast_Ast
GABRB1	0	0	4	1	6	-0.00052438507543214	-0.00406831938602044	-0.0054737565243803	Plaque	Ast_Ast
SMC5	1	3	0	0	6	-0.000521957880277122	0.000251647509654493	0.00188656122073209	Plaque	Ast_Ast
CC2D1A	2	3	0	0	6	-0.000501544129861281	0.00287915502417606	0.00491796542095113	Plaque	Ast_Ast
SLC18B1	1	5	0	0	6	-0.000495564747730247	0.00269102408408324	0.00288395321324875	Plaque	Ast_Ast
TMED10	1	3	0	0	6	-0.000478732533793054	0.00123955708147221	0.00309189085333186	Plaque	Ast_Ast
HLTF	0	0	4	2	6	-0.000477777668010268	-0.00385403763254236	-0.0045728559188152	Plaque	Ast_Ast
ITSN1	0	3	1	0	6	-0.000473687543277556	0.000297565297181701	-0.000943192320292346	Plaque	Ast_Ast
ACSS1	0	0	3	1	6	-0.000468574101428528	-0.00292361493457439	-0.00337467692715401	Plaque	Ast_Ast
CREBBP	0	3	0	0	6	-0.000452497655556372	0.000554492346573065	0.00117117848033757	Plaque	Ast_Ast
DNM2	1	3	0	0	6	-0.000435499166148059	0.000467198379234117	0.000911759262206125	Plaque	Ast_Ast
PSMD1	1	4	0	0	6	-0.00043520994877779	0.00172673335713519	0.00280987033222234	Plaque	Ast_Ast
OSBPL9	0	0	3	2	6	-0.000430039121288023	-0.00318513521412316	-0.00419642814702384	Plaque	Ast_Ast
PTPN14	0	0	4	2	6	-0.000426690043538574	-0.00359296711213295	-0.00571998108629878	Plaque	Ast_Ast
AGO2	1	4	0	0	6	-0.000425692313726116	0.00156914332273278	0.00307026443393732	Plaque	Ast_Ast
HDHD3	0	0	3	2	4	-0.000401077160165935	-0.00873913495077321	-0.00929894065184693	Plaque	Ast_Ast
ZNF462	0	0	3	2	6	-0.000400819348581181	-0.00212851725271713	-0.00364157728789803	Plaque	Ast_Ast
CDC27	0	3	0	0	6	-0.00040017866632549	0.00113394410104425	0.00197749116914685	Plaque	Ast_Ast
FTCDNL1	0	0	4	1	6	-0.000397590037066222	-0.00506259121564996	-0.00579055984027181	Plaque	Ast_Ast
ZBTB38	0	3	0	0	6	-0.000390099589102958	0.000611867639855242	0.00128922981389854	Plaque	Ast_Ast
FAM208A	2	3	0	0	6	-0.000385309118633728	0.00233790090640825	0.00404038492996266	Plaque	Ast_Ast
KIAA0825	0	0	3	0	6	-0.000385201118396628	-0.00340868618083928	-0.00464687553031294	Plaque	Ast_Ast
ARFGEF3	0	0	3	2	6	-0.000384144345410415	-0.00468432855092536	-0.00503892993015232	Plaque	Ast_Ast
PLCG1	0	0	5	2	6	-0.000381528507130499	-0.00400405573825233	-0.00641615147089087	Plaque	Ast_Ast
EPC1	0	4	0	0	6	-0.000378811264859322	0.00131402555649938	0.00257622606517684	Plaque	Ast_Ast
KLHDC1	2	4	0	0	6	-0.00037468929776776	0.00164031771473172	0.00261421339392477	Plaque	Ast_Ast
DMXL2	0	0	4	2	6	-0.0003636097331211	-0.00307703697942551	-0.00534135826973218	Plaque	Ast_Ast
BRD4	1	3	0	0	6	-0.000348526797531695	0.00123987440537655	0.00203987996589529	Plaque	Ast_Ast
ERI3	0	3	0	0	6	-0.00033766334965383	0.0011204177317834	0.00124771474872514	Plaque	Ast_Ast
DAPK1	2	3	0	0	6	-0.000302961129826688	0.000872865917261233	0.00262124058316123	Plaque	Ast_Ast
FAM120B	0	0	3	0	6	-0.000292507470086027	-0.00209416987068004	-0.00287429872632357	Plaque	Ast_Ast
PURA	0	4	0	0	6	-0.000279541395761588	0.00221798422273129	0.00258963057796789	Plaque	Ast_Ast
ROCK2	0	3	0	0	6	-0.00027005800387323	0.00125435228445901	0.00163137026910871	Plaque	Ast_Ast
GLUL	1	3	1	0	6	-0.000225357797242127	0.00203719947385387	0.000260671296942479	Plaque	Ast_Ast
BSDC1	2	4	0	0	6	-0.000189572463642992	0.00214025863158248	0.00344381981922337	Plaque	Ast_Ast
STAG2	2	3	0	0	6	-0.000185080097775085	0.00179248913472816	0.00275937470629345	Plaque	Ast_Ast
C9orf85	0	0	3	0	5	-0.000184911438235465	-0.00333360202125033	-0.00575604908039392	Plaque	Ast_Ast
EFHC1	1	3	0	0	6	-0.000181606700133087	0.00248972797623001	0.00439619374471175	Plaque	Ast_Ast
RALY	1	3	0	0	6	-0.000173057732170104	0.000678131197327316	0.000207164982613788	Plaque	Ast_Ast
DTNB	0	3	0	0	6	-0.000140260101329279	0.00112666865452248	0.000814538025281567	Plaque	Ast_Ast
FAM69A	2	4	0	0	6	-0.000126604289349875	0.00358226390954272	0.00489626390874476	Plaque	Ast_Ast
ZBTB7C	1	3	0	1	6	-0.000116892981289793	0.00162565714234171	0.00184567068626839	Plaque	Ast_Ast
GPHN	0	0	3	2	6	-0.0000901168757824828	-0.00245545847307666	-0.00392314168912765	Plaque	Ast_Ast
UBXN7	0	3	0	0	6	-0.0000624456961210987	0.00145067847434583	0.00157262169120723	Plaque	Ast_Ast
AHDC1	0	3	0	0	6	-0.0000585369532485929	0.00205715694579049	0.00263537692172988	Plaque	Ast_Ast
ZNF235	2	5	0	0	6	-0.00005635266072001	0.00464696990467206	0.00779924389964669	Plaque	Ast_Ast
