gene	sig.nft.up	sig.plaq.up	sig.plaq.dw	sig.nft.dw	ntest	nft.resid	nft	plaq_n	dir	set
MTHFD1L	0	4	0	0	6	-0.0000553947525173119	0.00370440729682138	0.00572373163841047	Plaque	Ast_Ast
RCN2	0	0	3	1	6	-0.0000479108674609539	-0.00235113128294814	-0.00448610302543424	Plaque	Ast_Ast
GPBP1	0	0	4	2	6	-0.0000472687012334602	-0.00275519873950928	-0.00396387860564162	Plaque	Ast_Ast
PPP1R10	1	3	0	0	6	-0.0000203571422182199	0.000820884102613714	0.00039283101088824	Plaque	Ast_Ast
ABCA3	1	3	0	0	6	-0.0000200604558088512	0.00291741199307172	0.00367226431607571	Plaque	Ast_Ast
SOS2	0	3	1	1	6	-0.0000183396768779979	0.00128202323707828	0.00018215614986528	Plaque	Ast_Ast
PARG	0	0	4	2	6	-0.000017146994278079	-0.00258310312584549	-0.00464031906198914	Plaque	Ast_Ast
ZMYM4	0	0	3	1	6	-0.000013854794122539	-0.00164412471116322	-0.00303375909986212	Plaque	Ast_Ast
ADCY9	1	3	0	0	6	-0.0000124714405340902	0.000537998824118038	0.000461677418657453	Plaque	Ast_Ast
STK38	1	3	1	0	6	0.00000660407415777315	0.0016250027384075	0.000662681594560441	Plaque	Ast_Ast
ZNF704	2	4	0	0	6	0.00000757324070461335	0.0044227597173978	0.00705233013055742	Plaque	Ast_Ast
LDAH	0	0	4	1	6	0.0000208690229237474	-0.00362046036268222	-0.00560416656247633	Plaque	Ast_Ast
KDM3B	0	4	0	0	6	0.0000228677266769722	0.0022120942392807	0.00237444766278896	Plaque	Ast_Ast
MED12L	0	3	0	0	6	0.0000387859708480316	0.00138670600971689	0.000843479889000246	Plaque	Ast_Ast
BRWD1	0	3	1	0	6	0.0000400721321600145	0.00107937470119727	0.000444837563047365	Plaque	Ast_Ast
CCDC91	0	3	0	0	6	0.0000414233390303804	0.00181790343263174	0.00249763866641078	Plaque	Ast_Ast
TCAF1	2	4	0	0	6	0.0000428024269005148	0.0024007601206701	0.00281170057003907	Plaque	Ast_Ast
ANKRD26	0	0	3	2	6	0.0000609436466345519	-0.00230252262803124	-0.00437942526095394	Plaque	Ast_Ast
INTU	0	0	3	1	6	0.0000849640859680541	-0.00242222767820631	-0.004192529078363	Plaque	Ast_Ast
EPC2	1	3	0	0	6	0.0000938041743093697	0.00139699827033321	0.00103489796602814	Plaque	Ast_Ast
ELOVL6	0	0	3	2	6	0.00011448016155947	-0.00286558630070847	-0.00503051067237434	Plaque	Ast_Ast
ZNF621	1	4	0	1	6	0.000126030741048541	0.00323933077738732	0.00353652028672031	Plaque	Ast_Ast
ZBTB20	2	4	0	0	6	0.000133331228403755	0.00143459475003945	0.00118723346919728	Plaque	Ast_Ast
AKAP12	0	1	3	2	6	0.000133857895893964	-0.00312066080575288	-0.00862035672673978	Plaque	Ast_Ast
TIAL1	0	3	0	0	4	0.000141730265724226	0.00304110150270365	0.00376597373383071	Plaque	Ast_Ast
EMX2	0	3	0	0	6	0.000161068007721629	0.00345254860709466	0.00543277712150507	Plaque	Ast_Ast
RHPN1	2	4	0	0	6	0.00017517367371148	0.00552675579800019	0.00978158401262949	Plaque	Ast_Ast
TRRAP	0	3	0	0	6	0.000202621541046291	0.0017445956525252	0.00181020375924489	Plaque	Ast_Ast
GRAMD1C	1	3	0	0	6	0.000204432960352484	0.00154448527614416	0.00126159805335906	Plaque	Ast_Ast
MLEC	0	0	3	0	5	0.000246171548418551	-0.00335201415092515	-0.00419611504622025	Plaque	Ast_Ast
BAZ2A	0	3	0	0	6	0.000260351895574761	0.00202571965358535	0.00127137886930936	Plaque	Ast_Ast
PRDM5	0	0	3	1	6	0.000313200861268737	-0.00108251883425797	-0.00366726500056453	Plaque	Ast_Ast
YLPM1	0	3	0	1	6	0.000319779250395228	0.00161261452472763	0.00112016041194517	Plaque	Ast_Ast
MBNL1	2	3	0	0	6	0.000324403238755546	0.00194119124507284	0.00184158707693465	Plaque	Ast_Ast
WDR17	0	0	4	2	6	0.000326152410447354	-0.0016416668189834	-0.002681804762484	Plaque	Ast_Ast
ENSA	1	3	0	0	6	0.000328777991744865	0.00171752931919592	0.00197777107466633	Plaque	Ast_Ast
NACC2	2	3	0	0	6	0.000329310986241734	0.00219936046193861	0.0042246691019429	Plaque	Ast_Ast
MTMR2	1	3	0	0	6	0.000344573686975459	0.00241877957570042	0.00254023081089247	Plaque	Ast_Ast
ATAD2B	2	3	0	1	6	0.000354266492140666	0.00170682592243004	0.00117903157450106	Plaque	Ast_Ast
NUP214	0	0	4	2	6	0.000364002114168101	-0.00265639506709417	-0.00547084340810137	Plaque	Ast_Ast
TSGA10	0	0	3	0	6	0.000368589710724485	-0.00292706366740094	-0.00400953589274037	Plaque	Ast_Ast
ZC3H14	0	4	0	0	6	0.000381777082476777	0.00250441490705497	0.00300202699881195	Plaque	Ast_Ast
G3BP1	0	3	0	0	6	0.000384736606917528	0.00250986655547467	0.00241916831010659	Plaque	Ast_Ast
ZFAND3	0	3	1	0	6	0.000426096084400171	0.000722288727561979	-0.000518327159705423	Plaque	Ast_Ast
SF3B2	1	3	0	0	5	0.000428261905944559	0.0046656711687062	0.00564101959725811	Plaque	Ast_Ast
FAT3	0	0	3	2	6	0.000440851749952472	-0.00457115594502558	-0.00872394145165889	Plaque	Ast_Ast
YY1	0	4	0	0	6	0.000464190770375448	0.00264081787139995	0.00233704158218235	Plaque	Ast_Ast
ZBTB37	2	3	0	0	6	0.000482624891679927	0.00314382574773115	0.00311282731861123	Plaque	Ast_Ast
NAIP	2	4	0	0	6	0.000488345166629619	0.00677210142136588	0.00974682884441206	Plaque	Ast_Ast
NRF1	0	3	1	0	6	0.000494407843004249	0.00193040236984864	0.00125409673356582	Plaque	Ast_Ast
PIK3C3	1	3	0	0	6	0.000511587595053276	0.00266642640139849	0.00233937299923085	Plaque	Ast_Ast
BRD2	1	4	0	0	6	0.000514458135891307	0.0043051164297509	0.00557908380065031	Plaque	Ast_Ast
BCL7C	0	0	3	2	6	0.000520566583349727	-0.00246866779889819	-0.00476283536966995	Plaque	Ast_Ast
FBXL17	1	4	0	0	6	0.000522363390658282	0.00249968214356271	0.00191029818287463	Plaque	Ast_Ast
TGFBR3	2	4	0	0	6	0.000540209717957807	0.00429109249118232	0.0056073965594881	Plaque	Ast_Ast
GRAMD1B	0	0	3	1	6	0.000547981741869101	-0.00278614526732011	-0.0043666859150188	Plaque	Ast_Ast
SLC13A3	0	0	3	2	6	0.000558021854750889	-0.00315733862816137	-0.00531716088802739	Plaque	Ast_Ast
HNRNPA3	0	3	0	0	6	0.000575025309471139	0.00217913505396528	0.0021236201127839	Plaque	Ast_Ast
ATP6V0A1	0	0	5	1	6	0.000591473145342722	-0.00220733832277748	-0.00379172641633658	Plaque	Ast_Ast
RALGPS1	0	0	3	0	6	0.00059468350760625	-0.00119895575911905	-0.00273325260481316	Plaque	Ast_Ast
CMTM4	2	3	0	0	6	0.000607985161000362	0.00355209969221159	0.00503525809176158	Plaque	Ast_Ast
MEIS1	0	0	3	2	5	0.000636384314786038	-0.00339743641434578	-0.00516451719159649	Plaque	Ast_Ast
ATP8B2	2	3	0	0	6	0.000655271276426021	0.00391368973467796	0.00426961107313158	Plaque	Ast_Ast
GOLPH3	1	4	0	0	6	0.000681516843121766	0.00334912114744546	0.00348537750786076	Plaque	Ast_Ast
PPP3CB	2	3	0	0	6	0.000690915348890107	0.00193690396037045	0.00105270796778012	Plaque	Ast_Ast
ANO10	0	0	5	2	6	0.000694824203515241	-0.00250144554892741	-0.00520177798100217	Plaque	Ast_Ast
OPA1	0	0	3	1	6	0.000700352667759633	-0.000998344733246503	-0.00309754798151992	Plaque	Ast_Ast
MNAT1	0	0	3	1	6	0.000710118385750954	-0.000461759723608928	-0.00251846755720314	Plaque	Ast_Ast
SPOP	0	0	3	1	6	0.000717546165242466	-0.00110876453103401	-0.00292832130018253	Plaque	Ast_Ast
PHF3	0	3	0	0	6	0.000729068599495882	0.004337154707427	0.00480746167440056	Plaque	Ast_Ast
CATSPER2	0	0	3	0	6	0.000745799956804222	-0.00141924090747704	-0.00294015213415193	Plaque	Ast_Ast
MTMR12	0	0	3	1	6	0.000761787285237753	-0.00187129416535164	-0.0044938977621208	Plaque	Ast_Ast
FOXG1	0	3	0	0	6	0.000764521823550673	0.00361489497997304	0.00291737517230179	Plaque	Ast_Ast
BNIP3L	2	3	0	0	6	0.000782389160998987	0.00507380523552451	0.00825269272058055	Plaque	Ast_Ast
IL6ST	1	4	0	0	6	0.000793629629716965	0.0028902838877696	0.0030715636783323	Plaque	Ast_Ast
ATP6V0E1	0	3	0	0	6	0.000797891664523736	0.00216495886612714	0.00161549098410548	Plaque	Ast_Ast
NHLRC2	2	3	0	0	6	0.000804631493550433	0.00252035120333963	0.00131421667752985	Plaque	Ast_Ast
AHNAK	2	3	0	0	6	0.00080639668197589	0.00647939112908258	0.00834625969595853	Plaque	Ast_Ast
DGKZ	1	3	0	0	5	0.000806753200349857	0.00486330291966409	0.00558411339944215	Plaque	Ast_Ast
HEPH	1	4	0	0	6	0.000828480873365483	0.002987279115937	0.00211648044158458	Plaque	Ast_Ast
NAV2	2	3	0	0	6	0.000831352999243305	0.00298265832007717	0.00364839297330316	Plaque	Ast_Ast
ABHD2	0	3	0	0	6	0.000842411187553724	0.00191019954553065	0.000682619921975976	Plaque	Ast_Ast
TTC28	1	4	0	0	6	0.000845614661701569	0.0029110751544184	0.00174742156801425	Plaque	Ast_Ast
MLLT6	2	3	0	0	6	0.000866572501549852	0.00326434556037435	0.00382802551193907	Plaque	Ast_Ast
TMED8	0	0	4	2	6	0.000874476502809211	-0.00190388697152404	-0.00493171994681631	Plaque	Ast_Ast
ABL1	0	0	3	2	6	0.000913112715295096	-0.000944246401463484	-0.00265489536284815	Plaque	Ast_Ast
KIAA0232	2	4	0	0	6	0.000918266528333779	0.003298320682526	0.00219855470301181	Plaque	Ast_Ast
SRGAP3	0	0	4	1	6	0.000928907428943015	-0.0026765327612915	-0.00663765447341872	Plaque	Ast_Ast
RPRD2	0	0	3	0	6	0.000935469451524442	-0.000394743221575282	-0.00309620269355749	Plaque	Ast_Ast
IGSF11	2	3	0	0	6	0.000965889142619021	0.00287059909669022	0.00228932108488917	Plaque	Ast_Ast
TSEN2	0	0	5	2	6	0.000988964456494038	-0.00209134598586238	-0.00543678948760793	Plaque	Ast_Ast
PUM3	0	0	3	2	6	0.000997024338184067	-0.00204582297097278	-0.00535553764433144	Plaque	Ast_Ast
ERBIN	2	3	0	0	6	0.000997644290934422	0.00350183879654443	0.00442131284594047	Plaque	Ast_Ast
ZC3H6	0	3	0	1	6	0.00100689804499748	0.00333313589411462	0.00182689651461838	Plaque	Ast_Ast
SIPA1L1	0	3	0	0	6	0.00103772220123234	0.00270213188782886	0.0025846266781483	Plaque	Ast_Ast
FER	2	3	0	0	6	0.00104742776382427	0.00328993225835312	0.00236277334549184	Plaque	Ast_Ast
WWOX	1	3	0	0	6	0.00105975654064557	0.00345992905228272	0.00326667630634084	Plaque	Ast_Ast
TMPRSS5	1	3	0	0	5	0.00106095781258802	0.00281611864029682	0.00303363954157304	Plaque	Ast_Ast
PLEKHA8	1	4	0	0	6	0.00106645652645732	0.00321107375472271	0.0020331044775808	Plaque	Ast_Ast
TAMM41	0	0	3	2	6	0.00107279396137376	-0.000432549852144361	-0.0032490834065554	Plaque	Ast_Ast
SPTBN1	0	0	4	0	6	0.00108448292514059	-0.00128987496753094	-0.00409361159080903	Plaque	Ast_Ast
TRAPPC12	1	1	3	0	6	0.00110588869571558	-0.000336080873597836	-0.00273142504393171	Plaque	Ast_Ast
DNAJC3	1	3	0	0	6	0.00112044430957948	0.00241456095285312	0.00209218758915164	Plaque	Ast_Ast
SCARB2	0	0	3	2	6	0.00113074259517663	-0.0011481831481843	-0.00368522629619997	Plaque	Ast_Ast
PDE4D	0	0	3	0	6	0.0011360120103782	-0.00239987471157094	-0.00672423979559086	Plaque	Ast_Ast
ZHX2	0	0	4	0	6	0.00114248690520937	-0.00164873991530231	-0.00379208835323061	Plaque	Ast_Ast
FAT1	1	3	0	0	6	0.00114379611437725	0.00272316445639146	0.00188302104223995	Plaque	Ast_Ast
CLSTN1	1	3	0	0	6	0.00118604110819181	0.00277117213561343	0.00125191833561778	Plaque	Ast_Ast
C6orf62	0	0	3	0	6	0.0011999972979164	-0.00185822263575979	-0.00366253747017452	Plaque	Ast_Ast
AK3	2	3	0	0	6	0.00121018028831631	0.00374360110569632	0.00311481658211188	Plaque	Ast_Ast
RSF1	2	3	0	0	6	0.00121471274827123	0.00250219132176819	0.00149502065837052	Plaque	Ast_Ast
ITM2C	2	3	0	0	6	0.0012168248236262	0.00561971281166511	0.00730163998330447	Plaque	Ast_Ast
ZMYND11	2	3	0	0	6	0.00121718352276965	0.00292182701746552	0.00194579456551222	Plaque	Ast_Ast
ATG10	0	3	0	0	6	0.00122958202624646	0.003515358711477	0.00270114485638148	Plaque	Ast_Ast
ADK	0	0	4	2	6	0.00123809545205852	-0.000692310906400288	-0.00367657191778742	Plaque	Ast_Ast
SNCAIP	0	0	3	1	6	0.00124631541533158	-0.00275036479712185	-0.00693996395622209	Plaque	Ast_Ast
AQP4	2	3	0	0	6	0.001254040718038	0.00409951506576769	0.00382671530968421	Plaque	Ast_Ast
SSPN	0	3	0	0	6	0.00125661758237777	0.00411358191159473	0.00329098080868142	Plaque	Ast_Ast
DSE	0	0	3	0	6	0.0012634710506507	-0.0000714467006303401	-0.00245021781537373	Plaque	Ast_Ast
CRADD	2	3	0	0	6	0.00127485285001487	0.0036848955447734	0.00309061996018555	Plaque	Ast_Ast
AP3B1	0	0	4	0	6	0.00127798611273519	-0.00266171365930068	-0.00657388132062111	Plaque	Ast_Ast
MTMR10	2	4	1	0	6	0.00128570253489812	0.00386314329067839	0.00173640201526252	Plaque	Ast_Ast
ATP2A2	0	0	3	2	6	0.00128630900713256	-0.00119437694032459	-0.00411324041371341	Plaque	Ast_Ast
MKRN3	0	0	4	2	6	0.00129226993849215	-0.00236084976585927	-0.00563366009260019	Plaque	Ast_Ast
NECTIN3	1	3	0	0	6	0.00131919633870534	0.00368173305886299	0.0022935668635955	Plaque	Ast_Ast
GAPDH	2	3	0	0	6	0.00132245873707607	0.00421053591252995	0.00741088856932466	Plaque	Ast_Ast
NR3C2	0	0	3	0	6	0.00132458849152314	-0.000823455206490269	-0.00473122970443518	Plaque	Ast_Ast
SYNRG	1	3	0	0	6	0.00132506973428194	0.00294275003548684	0.00209195257356111	Plaque	Ast_Ast
CCDC130	0	0	4	2	5	0.00135284251006505	-0.00333557336015255	-0.00588843039880002	Plaque	Ast_Ast
DCAKD	0	0	3	0	6	0.0013627991552008	-0.00176494236084203	-0.00339966339334715	Plaque	Ast_Ast
VPS45	2	4	0	0	6	0.00138347205999324	0.00343372090398903	0.00162515538335364	Plaque	Ast_Ast
KAT2A	2	3	0	0	6	0.00140913641354057	0.00390669019889681	0.00434822873936603	Plaque	Ast_Ast
IARS	0	0	3	1	6	0.00142248835969995	-0.00127303246290135	-0.00318295366296793	Plaque	Ast_Ast
WDR26	1	3	0	0	6	0.00142774156521738	0.00343406295009054	0.00207788702831377	Plaque	Ast_Ast
MAP2K5	0	0	3	0	6	0.00142904213603168	-0.000508880245176407	-0.00357145407908944	Plaque	Ast_Ast
ENAH	2	3	0	0	6	0.0014311070583376	0.00392795484070375	0.00388434886853291	Plaque	Ast_Ast
GNAI2	2	3	0	0	6	0.00152998128478437	0.00344483685187899	0.00241930006356527	Plaque	Ast_Ast
BBS2	2	3	1	0	6	0.00154819216184458	0.00294263789354458	0.000662042925079236	Plaque	Ast_Ast
SPTBN4	0	0	3	0	6	0.00155405398210173	0.0000724187763541497	-0.00273599865747571	Plaque	Ast_Ast
FAM49A	0	0	4	0	6	0.00156478045789157	-0.00172007540146932	-0.00454231489098948	Plaque	Ast_Ast
FAM181B	1	3	0	0	6	0.00157985097011346	0.0034085736812848	0.00265749262639481	Plaque	Ast_Ast
ASAP1	1	3	0	0	6	0.001584085700751	0.00257879442460115	0.000913886392594463	Plaque	Ast_Ast
SGIP1	0	0	4	0	6	0.00158760080232811	-0.000503689991312173	-0.00403090790853198	Plaque	Ast_Ast
SPEN	1	3	0	0	6	0.0015932877481602	0.00235032664334803	0.000890530578680856	Plaque	Ast_Ast
CHKA	0	0	5	2	6	0.00164076417268387	-0.00217331182935446	-0.00536985044765878	Plaque	Ast_Ast
TRAK2	0	0	3	0	6	0.00165434900978402	-0.000055945800902247	-0.00268681467573941	Plaque	Ast_Ast
NCAM1	0	0	3	0	6	0.0016566084340583	0.0000733425943565409	-0.0029296856845454	Plaque	Ast_Ast
RNF216	2	3	0	0	6	0.00167066656175286	0.00230547487551659	0.000709301542890249	Plaque	Ast_Ast
SEMA4D	0	0	4	0	6	0.00168749936282824	-0.00025746708915874	-0.00222608672899728	Plaque	Ast_Ast
ZCCHC7	0	0	3	0	6	0.00169908422710091	-0.0000599190536379529	-0.00270220235741809	Plaque	Ast_Ast
MAPK10	2	3	0	0	6	0.00171178406261102	0.00230515929023955	0.000505014614799004	Plaque	Ast_Ast
CYP4V2	0	0	3	2	6	0.00171908462285876	-0.00132260136183885	-0.00611965310591794	Plaque	Ast_Ast
SIL1	0	0	3	0	6	0.00173169435364104	-0.00017210786241764	-0.00230219186260181	Plaque	Ast_Ast
NHSL1	0	0	5	1	6	0.00173482972184692	-0.00122277151829575	-0.00532334491323233	Plaque	Ast_Ast
NAP1L1	2	3	0	0	6	0.00174618686963333	0.00383532423464403	0.00279447300250758	Plaque	Ast_Ast
NUFIP2	2	3	0	0	6	0.00174794964347823	0.00252130834349178	0.000819053124266582	Plaque	Ast_Ast
ATP1A2	2	4	0	0	6	0.00178174773920052	0.00464635398208169	0.0032772945182038	Plaque	Ast_Ast
TIAM2	0	3	0	0	6	0.00180840038737616	0.00341230133847517	0.00106113758996265	Plaque	Ast_Ast
HOMER2	0	0	3	1	6	0.00190119965868744	-0.000719966040084832	-0.00429235757306377	Plaque	Ast_Ast
SLC35F1	0	0	4	2	6	0.0019186319892375	-0.000598170016406898	-0.00559167446364197	Plaque	Ast_Ast
FAM204A	0	0	3	0	6	0.00192282583030427	0.00072359169489753	-0.00280898176345123	Plaque	Ast_Ast
ZNF337	0	0	3	0	5	0.00193850359917757	-0.00178849340387941	-0.00457351758377774	Plaque	Ast_Ast
GPM6A	0	0	3	0	6	0.00200564011396371	-0.000289900808082729	-0.0030361100584017	Plaque	Ast_Ast
ZFYVE21	0	0	3	0	6	0.0020119084468655	-0.00243627200165186	-0.00665776184694669	Plaque	Ast_Ast
ATP1B2	1	3	0	0	6	0.00202927669111939	0.00446531195351934	0.00341848669421942	Plaque	Ast_Ast
PPM1K	0	0	3	0	6	0.0020380964994563	-0.000889573884080537	-0.00367910071838002	Plaque	Ast_Ast
AMER2	1	3	0	0	6	0.00204184907330326	0.00534180925827584	0.00335387244355855	Plaque	Ast_Ast
SMAD9	2	3	0	0	3	0.00209120213923727	0.00698697167539503	0.0114665923610532	Plaque	Ast_Ast
FAM135B	2	3	0	0	6	0.0021013958450422	0.00390832862457214	0.00404666879722169	Plaque	Ast_Ast
CCDC7	0	0	3	0	6	0.00211540016622003	-0.000331040056455181	-0.00398390210315546	Plaque	Ast_Ast
PCDH7	2	4	0	0	6	0.00214970003953728	0.0048037561547723	0.00209560436073886	Plaque	Ast_Ast
IQGAP1	0	3	0	0	6	0.00215000206503203	0.00568801084010829	0.00410199912067854	Plaque	Ast_Ast
DAAM2	0	0	3	0	6	0.00215424376348674	-0.00111353175929599	-0.0045053138725123	Plaque	Ast_Ast
ADGRL3	0	0	3	0	6	0.00216489302654786	-0.000203911173308097	-0.0051294137227357	Plaque	Ast_Ast
PPP2R2B	0	0	3	0	6	0.00219050643943092	-0.00132553565147102	-0.00561489895374922	Plaque	Ast_Ast
FGD6	0	0	3	0	6	0.00219551791942833	-0.000226791833672119	-0.00360350840475266	Plaque	Ast_Ast
HSPD1	0	0	3	1	6	0.00220658415795803	-0.00209044045317404	-0.00381769419062001	Plaque	Ast_Ast
KLF12	0	0	4	1	6	0.00222375904080858	0.000266416842913258	-0.0038256338427007	Plaque	Ast_Ast
TAOK3	0	0	4	1	6	0.00223907634918916	-0.00036207468179859	-0.00533250406748578	Plaque	Ast_Ast
NR3C1	0	0	3	0	6	0.00232489878227595	0.000689663833315131	-0.00372927744762752	Plaque	Ast_Ast
WDR33	1	3	0	0	6	0.00234639894805567	0.00344839443291263	0.000526034530425897	Plaque	Ast_Ast
DLGAP4	1	0	3	2	6	0.00238930687231983	-0.000725809276228353	-0.0052039340529015	Plaque	Ast_Ast
PPCDC	1	3	0	0	6	0.00240887676604763	0.00379706872224725	0.00253642455134807	Plaque	Ast_Ast
PTPN4	1	3	1	0	6	0.00248888244712105	0.00379772618913761	0.000876654098813488	Plaque	Ast_Ast
SLC30A10	0	0	3	0	6	0.00251144229749702	-0.00118759481535851	-0.00666087723364568	Plaque	Ast_Ast
IL17D	0	0	3	0	6	0.00251855594854446	-0.00108136336823812	-0.00433185663311815	Plaque	Ast_Ast
SLC25A33	0	0	3	0	6	0.00251957674458591	-0.000422655751063055	-0.00434162992950251	Plaque	Ast_Ast
GNAO1	1	0	3	1	6	0.00254778061167332	0.000366602572913377	-0.00355431232821446	Plaque	Ast_Ast
ST3GAL5	0	0	3	0	6	0.00257808904526096	-0.000370956190654098	-0.00361063179699691	Plaque	Ast_Ast
UNK	0	0	4	0	6	0.00257862812503085	-0.0000679177271714834	-0.00267279200874749	Plaque	Ast_Ast
KIAA0930	2	3	0	0	6	0.00262758909796842	0.00507236404168688	0.00380885023906622	Plaque	Ast_Ast
MSANTD4	1	3	0	0	5	0.00263867803232158	0.00480881769940131	0.00290554224470328	Plaque	Ast_Ast
NRXN1	0	0	5	2	6	0.00275126428034098	-0.00128311484838482	-0.0087501046508931	Plaque	Ast_Ast
PBX1	0	0	3	0	6	0.00286436482143689	0.000638590827765375	-0.00370856668516421	Plaque	Ast_Ast
FUT10	0	0	4	2	6	0.0029740059032432	-0.00200466746626235	-0.00761260360632418	Plaque	Ast_Ast
CDH10	0	0	4	2	6	0.00311605651691563	-0.00118517606970799	-0.00653993170945499	Plaque	Ast_Ast
RAI14	0	0	3	0	3	0.00325223830459925	-0.00602695157771158	-0.0108664761536287	Plaque	Ast_Ast
CHD9	1	0	3	0	6	0.00327470894833892	0.00141097662523947	-0.00380279921579671	Plaque	Ast_Ast
GLDC	0	0	3	1	3	0.00327803713198695	-0.00313818926307195	-0.00758287404871411	Plaque	Ast_Ast
TTPA	0	0	3	1	6	0.0033133151093754	0.0000834982143533579	-0.00464591730380768	Plaque	Ast_Ast
RNF24	2	3	0	0	6	0.0033606548639368	0.00674064899907274	0.00348830735156968	Plaque	Ast_Ast
SCG3	0	0	3	1	6	0.0035741939212647	0.000406940124567686	-0.00430092590871923	Plaque	Ast_Ast
NCKAP5	0	0	3	0	6	0.00358995456875518	0.000593726743036625	-0.00541838294703258	Plaque	Ast_Ast
FAM102A	0	0	3	0	6	0.00365759547490807	0.000334473863115732	-0.00393513326468069	Plaque	Ast_Ast
SERP1	0	0	3	0	6	0.00375874977168429	0.00105471619752518	-0.00350747656159509	Plaque	Ast_Ast
PPP2R2C	1	0	4	0	6	0.00387954116630323	-0.000384164263739003	-0.00663808101529608	Plaque	Ast_Ast
XPO1	0	0	4	0	6	0.00388577077792505	-0.000504758908586336	-0.00641654762466061	Plaque	Ast_Ast
DNM3	2	3	0	0	6	0.00391183924235239	0.00623585890273861	0.00276922466652898	Plaque	Ast_Ast
EPHB1	0	0	3	2	6	0.00400420039761772	-0.000363831636913835	-0.00925996438026892	Plaque	Ast_Ast
TMEM178B	1	0	3	0	6	0.00406276428656798	0.00184184384878787	-0.00340496566949809	Plaque	Ast_Ast
PELI2	0	0	3	0	6	0.00412766140220465	0.00137524333827871	-0.00336966978774971	Plaque	Ast_Ast
NFATC4	1	4	0	0	4	0.00427002457149307	0.0103279568147533	0.00796271875556259	Plaque	Ast_Ast
LEPR	0	0	3	0	4	0.00465857634288742	-0.00176936475915804	-0.00803514680990534	Plaque	Ast_Ast
RGS7	0	0	3	0	6	0.0048060307263486	0.00109582080826664	-0.00475621541040963	Plaque	Ast_Ast
HSPA4L	0	0	3	1	4	0.0048995128061823	-0.00119508045106452	-0.00688087805791055	Plaque	Ast_Ast
SLC24A3	0	0	6	1	6	0.00495864773438553	-0.00156829637994694	-0.0111529251476288	Plaque	Ast_Ast
KNDC1	1	0	4	0	6	0.00509894371999993	0.00113914072386309	-0.0035573965486773	Plaque	Ast_Ast
COL6A1	2	3	0	0	3	0.00521461749496445	0.0100761089906554	0.00672258959955136	Plaque	Ast_Ast
MMD2	0	0	3	1	6	0.0052197173839255	0.000881578161151724	-0.00761921863629781	Plaque	Ast_Ast
CASKIN1	2	3	0	0	6	0.00523831108077047	0.00699623919541559	0.00159263037245846	Plaque	Ast_Ast
SGCD	2	3	1	0	6	0.00526284494873802	0.00841609502191209	0.00230431352769698	Plaque	Ast_Ast
SH3RF3	1	0	3	0	6	0.00542249278687555	0.00243890949466234	-0.00562847512472908	Plaque	Ast_Ast
JAM2	2	3	0	0	6	0.00543598734811239	0.00871730367056245	0.00357846308366531	Plaque	Ast_Ast
PSMG2	3	0	3	0	6	0.00545403116687086	0.00374771107484945	-0.00171489301256608	Plaque	Ast_Ast
SEL1L3	1	0	3	1	5	0.00565789435818048	0.00137604052527112	-0.00500733500605418	Plaque	Ast_Ast
JUND	2	3	0	0	6	0.00572453525983994	0.00941289455731297	0.00577106036838416	Plaque	Ast_Ast
HS3ST5	1	0	4	2	5	0.00651428910944848	-0.000673502082694811	-0.00893733828180565	Plaque	Ast_Ast
PPARGC1A	1	0	3	0	6	0.006921431643686	0.00500324354965618	-0.00347642341349301	Plaque	Ast_Ast
PLEKHA6	2	0	4	0	6	0.00723123930387818	0.00380394830039638	-0.00546031617822135	Plaque	Ast_Ast
HSPH1	1	0	3	0	6	0.00821803335716698	0.00394182850906596	-0.00420100773315291	Plaque	Ast_Ast
RIMS1	2	3	0	0	4	0.0177466127197318	0.0302783524528689	0.0160176326501218	Plaque	Ast_Ast
MT-ND4L	4	2	0	0	5	0.0104854972224783	0.0158872506685294	0.00907829640808882	NFT	Opc_Opc
HSPA1A	3	0	0	0	6	0.00997301381419517	0.0145266773611362	0.00832074623316171	NFT	Opc_Opc
MT-ND2	5	2	0	0	6	0.0099716028298387	0.0138510519967518	0.00630825236142542	NFT	Opc_Opc
GPR17	4	1	0	0	6	0.00870283109971209	0.0116815612456399	0.00484783665708415	NFT	Opc_Opc
ITGB3BP	3	0	0	0	6	0.00867537352636118	0.00925054647236993	0.00171960728083219	NFT	Opc_Opc
SLC26A3	4	1	0	0	6	0.0073676352370731	0.0138052806241898	0.0138243122930599	NFT	Opc_Opc
DNAJA1	4	0	0	0	6	0.00691173509086694	0.00827821864409983	0.0023337996208419	NFT	Opc_Opc
SCG2	4	2	0	0	5	0.00683765872513117	0.00906790952479754	0.0038395696606128	NFT	Opc_Opc
THBS2	3	0	1	0	6	0.00677367697574361	0.00557833582416756	-0.00245459954234621	NFT	Opc_Opc
C2orf80	5	2	0	0	6	0.00669685124493493	0.00916916407708911	0.00397744850153762	NFT	Opc_Opc
MAP2K6	5	1	0	0	6	0.00656291368979506	0.00851427088581895	0.00217926942756491	NFT	Opc_Opc
LGI1	3	0	0	0	5	0.00652291278915709	0.00792239576702902	0.00325102325354077	NFT	Opc_Opc
